DATAV01;0;0;0;0;0;0
0;0;0;0;0;3;6
0;57;59;43;41;5;6
-1;128;127;50;48;6;2
-1;208;209;56;53;6;6
-2;293;283;50;45;6;6
-2;364;349;44;39;6;6
DATAV01;0;0;0;0;0;0
0;0;1;0;0;3;1
0;33;36;35;33;5;2
-1;99;101;51;52;6;6
-1;179;182;52;51;6;6
-1;253;253;50;49;6;6
-2;330;324;49;47;6;6
-2;401;393;47;46;6;6
-2;473;463;48;46;6;6
-2;545;534;49;46;6;6
-2;621;605;50;48;6;6
-3;697;673;52;47;6;6
-3;765;738;49;47;6;6
-3;834;803;48;45;6;1
-3;908;870;48;45;2;2
-3;976;935;50;46;6;1
-3;1049;1004;49;45;2;1
-3;1100;1049;19;26;2;2
-3;1126;1080;20;21;6;6
-3;1162;1116;24;23;6;1
-3;1188;1142;8;9;1;1
-3;1190;1142;0;0;1;1
-3;1190;1143;0;0;1;1
-3;1192;1143;0;0;1;1
-3;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1192;1142;0;0;1;1
-4;1193;1144;0;0;1;1
-4;1209;1166;22;24;6;6
-4;1249;1206;26;26;6;4
-3;1285;1243;23;17;6;4
-4;1306;1241;15;0;6;6
-5;1339;1238;23;0;6;6
-5;1375;1239;24;0;6;6
-5;1410;1239;20;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-5;1416;1239;0;0;6;6
-6;1416;1239;0;0;6;6
-6;1430;1253;20;6;6;6
-6;1459;1268;16;12;6;6
-6;1479;1290;12;19;6;6
-6;1500;1321;17;17;6;4
-6;1523;1344;15;16;6;4
-6;1543;1349;24;0;6;4
-6;1607;1349;52;0;6;4
-7;1685;1349;57;0;6;4
-7;1764;1349;56;0;6;6
-7;1849;1349;61;0;6;4
-7;1901;1349;8;0;6;4
-7;1902;1349;0;0;6;4
-7;1907;1349;6;0;6;6
-7;1903;1346;-11;0;6;6
-7;1893;1331;-5;-7;6;4
-8;1879;1318;-10;-8;6;4
-7;1864;1303;-10;-10;6;2
-8;1849;1288;-9;-10;6;6
-8;1835;1273;-10;-9;6;6
-8;1829;1270;-7;0;6;6
-8;1829;1270;0;0;6;6
-8;1829;1270;0;0;6;6
-8;1829;1270;0;0;6;6
-8;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1829;1270;0;0;6;6
-9;1817;1253;-24;-30;4;1
-10;1763;1196;-46;-46;6;6
-10;1680;1113;-59;-62;2;1
-10;1587;1022;-67;-67;2;2
-10;1483;913;-71;-73;6;1
-11;1369;802;-72;-72;6;6
-10;1265;697;-73;-72;6;6
-10;1157;592;-73;-72;6;6
-10;1046;482;-73;-72;6;6
-10;936;370;-72;-71;6;6
-10;831;266;-73;-72;6;6
-10;721;154;-68;-72;5;2
-12;649;86;-20;-19;1;1
DATAEND;0;0;0;0;0;0
DATAV02;0;0;0;0;0;0
GIROSTRAIGHT;0;0;0;0;0;0
RESET;RESET;NONE;NONE;NONE;NONE;NONE
0;0;0;0;0;6;6
0;9;14;10;15;6;6
-1;46;50;61;33;2;6
-2;106;105;35;35;2;6
-2;150;153;30;33;6;6
0;186;196;27;32;6;6
1;226;241;29;31;6;6
1;266;283;292;28;6;6
1;330;344;31;28;6;6
0;380;392;388;30;6;6
-1;426;437;435;30;6;6
ENDGIROSTRAIGHT;0;0;0;0;0;0
TURN;0;0;0;0;0;0
-1;471;484;484;0;6;6
RESET;NONE;NONE;NONE;NONE;NONE;NONE
2;482;516;-14;17;6;6
12;434;540;-38;25;6;6
32;378;582;-37;31;6;6
53;328;630;-31;32;6;6
75;283;678;-23;25;6;6
91;256;704;-12;10;6;6
93;260;696;6;-11;6;6
91;266;696;4;-11;6;6
91;267;696;2;-11;6;6
91;267;696;2;-11;6;6
91;267;696;2;-11;6;6
90;267;696;2;-11;6;6
ENDTURN;0;0;0;0;0;0
WALLSQUARING;0;0;0;0;0;0
NONE;RESET;RESET;NONE;NONE;NONE;NONE
90;0;0;0;0;6;6
89;-25;-27;-23;-31;6;6
87;-69;-74;-32;-38;6;6
87;-113;-121;-27;-20;6;6
87;-121;-129;-6;-7;6;6
87;-111;-119;19;19;6;6
87;-93;-98;17;17;6;6
87;-65;-69;20;21;6;6
87;-33;-39;21;19;6;6
86;-1;-9;20;19;6;6
86;27;18;20;18;6;6
85;57;46;20;19;6;6
85;86;74;20;19;6;6
85;116;103;19;19;6;6
85;143;131;20;19;6;6
85;173;161;19;19;6;6
85;202;191;20;20;6;6
84;232;219;19;18;6;6
84;261;247;19;19;6;6
84;289;275;20;19;6;6
83;319;304;20;18;6;6
83;350;333;19;19;6;6
82;380;363;19;19;2;6
82;407;389;19;19;2;6
82;436;419;19;18;2;6
82;463;445;20;19;2;6
82;493;476;19;19;2;1
82;524;505;19;19;2;2
81;554;535;20;19;2;2
81;585;564;16;14;2;2
82;607;589;17;20;2;2
82;635;619;21;20;2;2
82;660;643;12;10;2;2
82;659;652;0;5;2;2
84;660;669;0;17;2;2
GIROSTRAIGHT;0;0;0;0;0;0
RESET;RESET;NONE;NONE;NONE;NONE;NONE
1;0;687;0;5;2;2
0;19;698;20;17;2;2
-1;59;737;23;23;2;2
